codeDepartement;nomDepartement;codeInseeCommune;nomCommune;codeInstallation;nomInstallation;adresse;codePostal;arrondissement;libelle;multiCommune;accessibilite;accessibiliteHandiMoteur;accessibiliteHandiSens;internat;nbLits;nbParking;nbParkingHandi;gardien;metro;bus;tram;train;bateau;autreTransport;aucunTransport;dateMAJ;dateCreation;nbEquipements
31;Haute-Garonne;31203;Frouzins;I312030004;Complexe Jean Lassalle;22 RUE GUILLAUME BERDEIL;31270;;Complexe sportif;0;0;1;0;0;0;100;2;Non;0;1;0;0;0;0;0;22/09/2015;22/09/2015;7
31;Haute-Garonne;31205;Gagnac-sur-Garonne;I312050001;"Complexe Sportif Municipal ""Campistron""";Centre Ville;31150;;Complexe sportif;0;0;1;0;0;0;100;2;Non;0;1;0;0;0;0;0;19/04/2017;19/04/2017;7
31;Haute-Garonne;31210;Gardouch;I312100002;Complexe Sportif;Avenue Tolosane;31290;;Complexe sportif;0;;;;0;0;50;2;Non;0;1;0;0;0;0;0;03/12/2019;03/12/2019;3
31;Haute-Garonne;31221;Gouaux-de-Larboust;I312210001;Station de Ski;Les Agudes;31110;;Domaine de ski;1;0;1;0;1;3000;800;0;Non;0;1;0;0;0;0;0;05/03/2019;05/03/2019;4
31;Haute-Garonne;31221;Gouaux-de-Larboust;I312210002;Piscine Municipale;Les Agudes;31110;;Piscine;0;0;1;1;0;0;0;0;Non;0;0;0;0;0;0;1;05/03/2019;05/03/2019;1
31;Haute-Garonne;31224;Gourdan-Polignan;I312240004;LycÇe Paul Mathou;29 Avenue de Luchon;31210;;Etablissement scolaire;0;0;1;0;1;210;20;1;Avec logement de gardien;0;0;0;0;0;0;1;04/12/2019;04/12/2019;8
31;Haute-Garonne;31230;Gratentour;I312300001;Complexe Municipal;RUE DE MAURYS;31150;;Complexe sportif;0;0;1;0;0;0;100;1;Non;0;1;0;0;0;0;0;26/06/2015;26/06/2015;11
31;Haute-Garonne;31230;Gratentour;I312300003;College C. Cornac;Rue LÇo FerrÇ;31150;;Etablissement scolaire;0;0;1;0;0;0;60;2;Sans logement de gardien;0;1;0;0;0;0;0;26/06/2015;26/06/2015;2
31;Haute-Garonne;31230;Gratentour;I312300005;Complexe Maurys (Nouveau);60 rue de Maurys;31150;;Complexe sportif;0;0;1;0;0;0;200;10;Avec logement de gardien;0;1;0;0;0;0;0;;;3
31;Haute-Garonne;31230;Gratentour;I312300006;Ecole Primaire Maurice Saquer;Rue Mance;31150;;Etablissement scolaire;0;0;1;0;0;0;30;0;Non;0;1;0;0;0;0;0;02/07/2015;02/07/2015;1
31;Haute-Garonne;31232;Grenade;I312320002;Colläge Grand Selve;CARPENTE;31330;;Complexe sportif;0;0;1;0;0;0;70;;Non;0;1;0;0;0;0;0;24/07/2015;24/07/2015;9
31;Haute-Garonne;31232;Grenade;I312320003;Piste de Roller;QUAI DE GARONNE;31330;;Base de plein air et/ou de loisirs;0;1;0;0;0;0;80;0;Non;0;1;0;0;0;0;0;24/07/2015;24/07/2015;4
31;Haute-Garonne;31239;Isle-en-Dodon;I312390002;Complexe Sportif;av des martiagues;31230;;Complexe sportif;0;0;1;0;0;48;100;2;Non;0;0;0;0;0;0;1;07/11/2019;07/11/2019;10
31;Haute-Garonne;31239;Isle-en-Dodon;I312390004;;Route d'Espaon;31230;;AÇrodrome/aÇroport;0;0;1;0;0;0;10;;Non;0;0;0;0;0;0;1;15/10/2019;;1
31;Haute-Garonne;31247;Labarthe-Riviäre;I312470006;Ecole Publique;19 Avenue Victor Hugo;31800;;Etablissement scolaire;;0;1;0;0;;;;-;0;0;0;0;0;0;1;03/12/2019;03/12/2019;1
31;Haute-Garonne;31248;Labarthe-sur-Läze;I312480002;Plateau EPS du Colläge Pierre Mendes-France;Route du Plantaurel;31860;;Etablissement scolaire;0;1;0;0;0;0;100;4;Avec logement de gardien;0;1;0;0;0;0;0;;;1
31;Haute-Garonne;31248;Labarthe-sur-Läze;I312480003;Complexe Sportif;CHEMIN DES ECOLES;31860;;Complexe sportif;0;0;1;0;0;0;200;0;Non;0;1;0;0;0;0;0;22/09/2015;22/09/2015;9
31;Haute-Garonne;31253;Labastidette;I312530001;Complexe Sportif;Chemin de Marcus;31600;;Complexe sportif;0;0;1;0;0;0;40;0;Non;0;0;0;0;0;0;1;28/08/2019;28/08/2019;6
31;Haute-Garonne;31254;Labäge;I312540012;Ecole Primaire;1 Avenue Paul Riquet;31670;;Etablissement scolaire;0;0;1;0;0;0;0;0;Non;0;1;0;0;0;0;0;;;1
31;Haute-Garonne;31254;Labäge;I312540013;Gymnase Inp;rue des arts;31670;;Etablissement scolaire;0;0;1;1;0;0;30;0;Non;0;1;0;0;0;0;0;27/02/2017;27/02/2017;7
31;Haute-Garonne;31254;Labäge;I312540015;LycÇe Agricole PrivÇ la Cadene;1 Rue Buissoniäre;31670;;Etablissement scolaire;0;0;1;0;1;140;;;Sans logement de gardien;0;0;0;0;0;0;1;;;2
31;Haute-Garonne;31263;Lagardelle-sur-Läze;I312630006;;rue des puits;31870;;Etablissement scolaire;0;1;0;0;0;0;0;0;Non;0;0;0;0;0;0;1;07/11/2019;07/11/2019;1
31;Haute-Garonne;31271;Lanta;I312710004;Ecole;che des ecoles;31570;;Etablissement scolaire;0;1;0;0;0;0;0;0;Non;0;0;0;0;0;0;1;15/11/2019;15/11/2019;1
31;Haute-Garonne;31273;Lapeyrouse-Fossat;I312730004;Ecole Georges Brassens;Chemin Jamebru;31180;;Etablissement scolaire;0;0;1;0;0;0;15;1;Non;0;1;0;0;0;0;0;17/06/2015;17/06/2015;2
31;Haute-Garonne;31282;Launaguet;I312820001;Ecole Arthur Rimbaud;15 Avenue Condorcet;31140;;Etablissement scolaire;0;0;1;0;0;;;;-;0;1;0;0;0;0;0;;;2
31;Haute-Garonne;31282;Launaguet;I312820006;Gymnase, Espace F.Mitterand;Rue Jean Moulin;31140;;Complexe sportif;0;0;1;0;0;0;150;2;Non;0;1;0;0;0;0;0;27/07/2015;27/07/2015;3
31;Haute-Garonne;31282;Launaguet;I312820007;Piscine Municipale;RUE SATURNE;31140;;Piscine;0;1;0;0;0;0;20;1;Non;0;1;0;0;0;0;0;27/07/2015;27/07/2015;1
31;Haute-Garonne;31282;Launaguet;I312820012;Stade Municipal;CHEMIN DES SPORTS;31140;;Complexe sportif;0;1;0;0;0;0;100;2;Non;0;1;0;0;0;0;0;27/07/2015;27/07/2015;4
31;Haute-Garonne;31284;Lauzerville;I312840001;Parc de Loisirs de la Saune;CHEMIN DE MONPAPOU;31650;;Complexe sportif;0;0;1;0;0;0;100;6;Non;0;0;0;0;0;0;1;18/10/2019;18/10/2019;7
31;Haute-Garonne;31287;Lavernose-Lacasse;I312870002;Groupe Scolaire Henri Trentin;Chemin de Pujo;31410;;Etablissement scolaire;;0;1;0;0;;;;-;0;1;0;0;0;0;0;;;1
31;Haute-Garonne;31291;LÇguevin;I312910005;Complexe Sportif des Pins Verts;Route de la  Salvetat;31490;;Complexe sportif;0;0;1;0;0;0;200;1;Non;0;1;0;0;0;0;0;27/07/2015;27/07/2015;8
31;Haute-Garonne;31291;LÇguevin;I312910007;Ugecam - Maison D Enfant de Castelnouvel;Maison d' enfant de Castelnouvel;31490;;Etablissement scolaire;0;0;1;1;1;60;60;0;Avec logement de gardien;0;1;0;0;0;0;0;27/07/2015;27/07/2015;6
31;Haute-Garonne;31291;LÇguevin;I312910009;College Francois Verdier;Route de la Salvetat Saint Gilles;31490;;Etablissement scolaire;0;0;1;0;0;0;50;2;Avec logement de gardien;0;1;0;0;0;0;0;27/07/2015;27/07/2015;2
31;Haute-Garonne;31291;LÇguevin;I312910011;Ecole Elementaire Lesgachots;Place Gabriel Bonnet;31490;;Etablissement scolaire;0;0;1;0;0;0;60;0;Non;0;1;0;0;0;0;0;;;3
31;Haute-Garonne;31293;Lespinasse;I312930002;Site Multisport;Rue du boulodrome;31150;;Complexe sportif;0;0;1;0;0;0;75;;Non;0;1;0;0;0;0;0;27/07/2015;27/07/2015;5
31;Haute-Garonne;31293;Lespinasse;I312930003;Complexe Sportif Beldou;Chemin de Beldou;31150;;Complexe sportif;0;0;1;0;;;100;4;Avec logement de gardien;;;;;;;0;26/07/2017;26/07/2017;9
31;Haute-Garonne;31297;LÇvignac;I312970006;;Rue de L'Isle Jourdain;31530;;Etablissement scolaire;0;0;1;0;0;0;25;2;Sans logement de gardien;0;1;0;0;0;0;0;29/08/2019;;1
31;Haute-Garonne;31298;Lez;I312980001;Complexe Sportif St BÇat;Colläge St BÇat;31440;;Complexe sportif;0;0;1;0;0;0;30;0;Non;;;;;;;0;21/11/2018;07/11/2018;7
31;Haute-Garonne;31299;Lherm;I312990004;Complexe Sportif;RUE DES ECOLES;31600;;Complexe sportif;0;0;1;0;;0;200;2;Non;0;1;0;0;0;0;0;08/07/2015;08/07/2015;10
31;Haute-Garonne;31311;Magdelaine-sur-Tarn;I313110001;Terrains de Sport;route de Montjoire;31340;;Complexe sportif;0;0;1;0;0;0;64;1;Non;0;0;0;0;0;0;1;21/11/2019;21/11/2019;5
31;Haute-Garonne;31316;Marignac;I313160002;Complexe Sportif;LA CITE;31440;;Complexe sportif;0;0;1;0;0;0;50;0;Non;0;0;0;0;0;0;1;28/11/2019;28/11/2019;4
31;Haute-Garonne;31324;Martres-Tolosane;I313240001;Stade Municipal;avenue Franáois MITTERRAND;31220;;Complexe sportif;0;0;1;0;0;0;15;2;Non;0;0;0;0;0;0;1;04/12/2019;04/12/2019;7
31;Haute-Garonne;31341;Merville;I313410010;Ecole Georges Brassens;24 Rue de Guinot;31330;;Etablissement scolaire;0;0;1;0;0;;;;-;0;1;0;0;0;0;0;;;4
31;Haute-Garonne;31345;Miremont;I313450006;;Rue des Çcoles;31190;;Etablissement scolaire;0;0;1;0;0;0;20;2;Non;0;0;0;0;0;0;1;21/11/2019;21/11/2019;1
31;Haute-Garonne;31346;Mirepoix-sur-Tarn;I313460001;Stade Municipal;RUE DU STADE;31340;;Complexe sportif;0;0;1;0;0;0;25;2;Non;0;0;0;0;0;0;1;29/11/2019;29/11/2019;3
31;Haute-Garonne;31356;Montaigut-sur-Save;I313560004;Base de Loisirs de Bouconne;Chemin du RÉtelier;31530;;Base de plein air et/ou de loisirs;0;0;1;0;0;0;150;2;Non;0;0;0;0;0;0;1;18/11/2019;18/11/2019;16
31;Haute-Garonne;31358;Montastruc-la-Conseilläre;I313580003;Complexe Sportif;CHEMIN DES BIRATES;31380;;Complexe sportif;0;0;1;0;0;0;150;0;Non;;;;;;;0;12/06/2015;12/06/2015;8
31;Haute-Garonne;31358;Montastruc-la-Conseilläre;I313580005;LycÇe l'Oustal;route de Paulhac;31380;;Etablissement scolaire;0;0;1;0;;0;15;0;-;0;1;0;0;0;0;0;;;2
31;Haute-Garonne;31364;Montberon;I313640003;Terrain Sport Ecole;MAIRIE;31140;;Etablissement scolaire;0;0;1;0;0;0;50;3;Non;0;1;0;0;0;0;0;17/06/2015;17/06/2015;2
31;Haute-Garonne;31375;Montesquieu-Volvestre;I313750003;Stade Jean Castet;AVENUE SIMON DE LA LOUBERE;31310;;Complexe sportif;0;0;1;0;0;0;100;1;Non;0;1;0;0;0;0;0;19/06/2015;19/06/2015;4
31;Haute-Garonne;31375;Montesquieu-Volvestre;I313750004;Piscine Municipale;AVENUE DE LA LOUBERE;31310;;Piscine;0;1;0;0;0;0;100;1;Non;0;1;0;0;0;0;0;12/06/2015;12/06/2015;3
31;Haute-Garonne;31375;Montesquieu-Volvestre;I313750005;College Stella Blaudy;Chemin des Perdous;31310;;Etablissement scolaire;0;0;1;0;0;0;20;2;Non;0;1;0;0;0;0;0;19/06/2015;19/06/2015;2
31;Haute-Garonne;31380;Montgeard;I313800002;Base de Loisirs;LAC DE LA TESAUQUE;31560;;Base de plein air et/ou de loisirs;1;0;1;0;1;40;140;6;Non;0;0;0;0;0;0;1;05/10/2018;02/07/2013;3
31;Haute-Garonne;31385;Montmaurin;I313850001;Piscine;CENTRE VILLAGE;31350;;Piscine;0;0;1;0;0;0;20;1;Non;0;0;0;0;0;0;1;02/10/2018;15/04/2016;1
31;Haute-Garonne;31388;Montpitol;I313880002;Lac du Laragou;route du lac;31380;;Base de plein air et/ou de loisirs;1;0;1;0;0;0;20;0;Non;0;0;0;0;0;0;1;28/11/2019;28/11/2019;1
31;Haute-Garonne;31389;MontrabÇ;I313890007;Terrains Gabriel Malpas;allÇe de l'Autan;31850;;Complexe sportif;0;1;0;0;0;0;40;1;Non;0;1;0;1;0;0;0;02/07/2015;02/07/2015;5
31;Haute-Garonne;31390;MontrÇjeau;I313900009;Base de Plein Air;LAC MONTREJEAU;31210;;Base de plein air et/ou de loisirs;0;0;1;0;0;0;100;0;Non;;;;;;;0;05/06/2015;05/06/2015;2
31;Haute-Garonne;31390;MontrÇjeau;I313900010;College Bertrand Laralde;2 Rue du Courraou;31210;;Etablissement scolaire;0;0;1;0;0;0;55;2;Non;0;1;0;0;0;0;0;05/06/2015;05/06/2015;4
31;Haute-Garonne;31395;Muret;I313950002;AÇrodrome de Muret Lherm;Avenue de l'aviation;31600;;AÇrodrome/aÇroport;1;0;1;0;0;0;40;2;Non;;;;;;;0;30/06/2016;30/06/2016;2
31;Haute-Garonne;31395;Muret;I313950003;Espace Jacqueline Auriol;40 Av. Henri Peyrusse;31600;;Complexe sportif;0;0;1;0;0;0;300;4;Sans logement de gardien;0;1;0;0;0;0;0;04/07/2016;04/07/2016;13
31;Haute-Garonne;31395;Muret;I313950004;Complexe Nelson Paillou;Avenue Bernard IV;31600;;Complexe sportif;0;0;1;0;0;0;250;3;Non;0;0;0;0;0;0;1;30/06/2016;30/06/2016;17
31;Haute-Garonne;31395;Muret;I313950005;Centre Nautique Aqualudia;80 Avenue Bernard IV;31600;;Complexe sportif;0;0;1;1;0;0;300;6;Non;0;0;0;0;0;0;1;22/10/2019;22/10/2019;6
31;Haute-Garonne;31395;Muret;I313950006;Complexe de Tennis;Avenue Bernard IV;31600;;Complexe sportif;0;0;1;0;0;0;40;2;Sans logement de gardien;0;1;0;0;0;0;0;30/06/2016;30/06/2016;7
31;Haute-Garonne;31395;Muret;I313950008;Complexe Chiffre;Chemin Notre Dame;31600;;Complexe sportif;0;0;1;0;0;0;60;2;Non;0;1;0;0;0;0;0;30/06/2016;30/06/2016;8
31;Haute-Garonne;31395;Muret;I313950009;Domaine de Brioudes;Chemin de Brioudes;31600;;Base de plein air et/ou de loisirs;0;0;1;0;0;0;60;2;Non;0;1;0;0;0;0;0;30/06/2016;30/06/2016;5
31;Haute-Garonne;31395;Muret;I313950020;Base Canoâ Kayak;14 Rue Castelvieilh;31600;;Base de plein air et/ou de loisirs;0;1;0;0;0;0;15;0;Non;;;;;;;0;30/06/2016;30/06/2016;2
31;Haute-Garonne;31395;Muret;I313950027;Colläge PrivÇ Joseph Niel;41 Route d'Ox;31600;;Etablissement scolaire;0;0;1;0;0;0;0;0;Non;0;1;0;0;0;0;0;30/06/2016;30/06/2016;1
31;Haute-Garonne;31395;Muret;I313950030;Groupe Scolaire du Barry;5 Rue Jean Lestrade;31600;;Etablissement scolaire;0;0;1;0;0;0;70;0;Non;0;1;0;0;0;0;0;;;1
31;Haute-Garonne;31395;Muret;I313950033;Ecole Jean Mermoz;20 Rue du MarÇchal Lyautey;31600;;Etablissement scolaire;0;0;1;0;0;0;0;0;Non;0;1;0;0;0;0;0;29/06/2016;29/06/2016;2
31;Haute-Garonne;31395;Muret;I313950034;Ecole Vasconia;7 Place Layrisson;31600;;Etablissement scolaire;0;0;1;0;0;0;12;1;Non;0;1;0;0;0;0;0;29/06/2016;29/06/2016;2
31;Haute-Garonne;31395;Muret;I313950035;Colläge Cìte de BÇtance;56 Avenue Henri Peyrusse;31600;;Etablissement scolaire;0;0;1;0;0;0;60;0;Non;0;1;0;0;0;0;0;29/06/2016;29/06/2016;3
31;Haute-Garonne;31395;Muret;I313950036;Ecole Pierre Fons;36 Rue Notre Dame;31600;;Etablissement scolaire;0;0;1;0;0;0;50;1;Non;0;1;0;0;0;0;0;29/06/2016;29/06/2016;1
31;Haute-Garonne;31395;Muret;I313950037;Ecole St ExupÇry;13 Square St ExupÇry;31600;;Etablissement scolaire;0;0;1;0;0;0;0;0;Non;0;1;0;0;0;0;0;29/06/2016;29/06/2016;2
31;Haute-Garonne;31395;Muret;I313950039;Colläge Louisa Paulin;9 Rue du Commandant Montalägre;31600;;Etablissement scolaire;0;0;1;0;0;0;10;0;Non;0;1;0;0;0;0;0;29/06/2016;29/06/2016;1
31;Haute-Garonne;31396;Nailloux;I313960010;Parcours d'Orientation : Lac de ThÇsauque;Chemin de la ThÇsauque;31560;;Base de plein air et/ou de loisirs;1;0;1;0;0;0;100;;Non;0;0;0;0;0;0;1;20/11/2018;;1
31;Haute-Garonne;31399;NoÇ;I313990008;Terrain de Basket de l'Ecole;2 Rue du Chateau d'Eau;31410;;Etablissement scolaire;0;0;1;0;0;0;10;0;Non;0;1;0;0;0;0;0;;;1
31;Haute-Garonne;31399;NoÇ;I313990010;CollÇge de NoÇ;2 Route dÇpartementale 10;31410;;Etablissement scolaire;0;0;1;0;0;0;70;3;Avec logement de gardien;0;1;0;0;0;0;0;;;2
31;Haute-Garonne;31403;Ondes;I314030001;Complexe Sportif;Bord de garonne;31330;;Complexe sportif;0;1;0;0;0;0;60;0;Non;0;0;0;0;0;0;1;04/06/2018;13/11/2013;8
31;Haute-Garonne;31406;Palaminy;I314060001;AÇrodrome;Barbe;31220;;AÇrodrome/aÇroport;0;0;1;0;0;0;100;0;Non;0;0;0;0;0;0;1;06/11/2019;06/11/2019;1
31;Haute-Garonne;31410;Pechbonnieu;I314100001;Complexe Sportif;RUE DE LA BASTIDOLE;31140;;Complexe sportif;0;0;1;0;0;0;58;6;Non;0;1;0;0;0;0;0;27/07/2015;27/07/2015;10
31;Haute-Garonne;31410;Pechbonnieu;I314100002;Colläge Jean Dieuzaide;1 Rue des Coteaux Bellevue;31140;;Etablissement scolaire;0;0;1;0;0;0;55;4;Non;0;1;0;0;0;0;0;;;3
31;Haute-Garonne;31410;Pechbonnieu;I314100003;Gymnase Colette Besson;Rue des Coteaux Bellevue;31140;;Complexe sportif;0;0;1;0;0;0;60;6;Non;;;;;;;0;27/07/2015;27/07/2015;6
31;Haute-Garonne;31410;Pechbonnieu;I314100004;Ecole êlÇmentaire l'Olivier;10 Chemin de Labastidole;31140;;Etablissement scolaire;0;0;1;0;0;;;;-;0;1;0;0;0;0;0;;;1
31;Haute-Garonne;31411;Pechbusque;I314110001;Ecole;pl germain goussis;31320;;Etablissement scolaire;0;0;1;0;0;0;20;0;Non;0;0;0;0;0;0;1;22/10/2019;22/10/2019;1
31;Haute-Garonne;31417;Pibrac;I314170002;Complexe Sportif de la Castanette;Bd des Çcoles;31820;;Complexe sportif;0;0;1;0;0;0;70;0;Non;0;1;0;0;0;0;0;27/07/2015;27/07/2015;9
31;Haute-Garonne;31417;Pibrac;I314170006;Colläge et Ecole de la Salle( PrivÇe);20 Rue des Fräres;31820;;Etablissement scolaire;0;0;1;0;0;0;40;0;Avec logement de gardien;0;1;0;0;0;0;0;27/07/2015;27/07/2015;2
31;Haute-Garonne;31424;Plaisance-du-Touch;I314240006;Ecole Alphonse Daudet;AllÇe Montaigne;31830;;Etablissement scolaire;0;0;1;0;0;0;25;1;Non;0;1;0;0;0;0;0;17/11/2016;17/11/2016;2
31;Haute-Garonne;31424;Plaisance-du-Touch;I314240013;Complexe Jules Verne;AllÇes Montaigne;31830;;Complexe sportif;0;0;1;0;0;0;0;0;Non;0;1;0;0;0;0;0;17/11/2016;17/11/2016;7
31;Haute-Garonne;31424;Plaisance-du-Touch;I314240015;Complexe Marcel Pagnol;Rue des Tilleuls;31830;;Complexe sportif;0;0;1;0;0;0;50;0;Non;0;1;0;0;0;0;0;23/11/2016;23/11/2016;8
31;Haute-Garonne;31424;Plaisance-du-Touch;I314240019;Zone de Loisir;Lac Franáois Soula;31830;;Base de plein air et/ou de loisirs;0;0;1;0;0;0;30;0;Non;0;1;0;0;0;0;0;23/11/2016;23/11/2016;3
31;Haute-Garonne;31429;Pompertuzat;I314290002;Terrains de Sport;Chemin de l'Escoulier;31450;;Complexe sportif;0;0;1;0;0;0;50;0;Non;0;0;0;0;0;0;1;24/10/2019;24/10/2019;4
31;Haute-Garonne;31429;Pompertuzat;I314290003;Ecole;r de la tuilerie;31450;;Etablissement scolaire;0;0;1;0;0;0;10;0;Non;0;1;0;0;0;0;0;23/10/2019;23/10/2019;1
31;Haute-Garonne;31433;Portet-sur-Garonne;I314330008;Complexe Municipal de Jeux de Raquette;RUE DE LA POSTE;31120;;Complexe sportif;0;0;1;0;0;0;20;;Non;0;1;0;0;0;0;0;26/06/2015;26/06/2015;10
31;Haute-Garonne;31433;Portet-sur-Garonne;I314330013;Stade Municipal;Avenue Pierre de Coubertin;31120;;Complexe sportif;0;0;1;0;0;0;150;4;Non;0;1;0;0;0;0;0;02/07/2015;02/07/2015;6
31;Haute-Garonne;31435;Poucharramet;I314350001;Complexe Sportif;rte des pyrenees;31370;;Complexe sportif;0;0;1;0;0;0;60;0;Non;0;0;0;0;0;0;1;24/10/2019;24/10/2019;3
31;Haute-Garonne;31445;Quint-Fonsegrives;I314450001;"Complexe Sportif Municipal ""Guy Borrel""";Route de la Saune;31130;;Complexe sportif;0;0;1;0;0;0;80;;Non;0;0;0;0;0;0;1;28/07/2015;28/07/2015;14
31;Haute-Garonne;31445;Quint-Fonsegrives;I314450009;College Elisabeth Badinter;4 rue Saint Germain;31130;;Etablissement scolaire;0;0;;;0;0;;;Non;0;1;0;0;0;0;0;04/02/2019;23/03/2017;2
31;Haute-Garonne;31446;Ramonville-Saint-Agne;I314460004;Fosse A Plongee Sous Marine L Argonaute;14 RUE HERMES;31520;;Piscine;0;0;1;0;0;0;30;1;Non;1;0;0;0;0;0;0;08/09/2016;08/09/2016;1
31;Haute-Garonne;31446;Ramonville-Saint-Agne;I314460007;Complexe Sportif Leon Blum;ALLEE DES SPORTS;31520;;Complexe sportif;0;0;1;0;0;0;200;10;Sans logement de gardien;0;1;0;0;0;0;0;07/09/2018;12/09/2016;27
31;Haute-Garonne;31451;Revel;I314510003;Complexe Municipal;Avenue Julien NOUGUIER;31250;;Complexe sportif;0;0;1;0;0;0;50;0;Non;0;1;0;0;0;0;0;26/10/2015;26/10/2015;25
31;Haute-Garonne;31451;Revel;I314510010;AÇrodrome de Revel - Montgey;Belloc VaurÇ;31250;;AÇrodrome/aÇroport;0;0;1;0;0;0;40;0;Non;;;;;;;0;26/10/2015;26/10/2015;2
31;Haute-Garonne;31454;Rieumes;I314540003;Complexe Sportif;RUE DU STADE;31370;;Complexe sportif;0;0;1;0;;0;100;2;Non;0;1;0;0;0;0;0;26/06/2015;26/06/2015;12
31;Haute-Garonne;31455;Rieux-Volvestre;I314550001;Piscine;rte du plan d'eau;31310;;Piscine;0;0;1;0;0;0;100;0;Non;0;0;0;0;0;0;1;24/10/2019;24/10/2019;2
31;Haute-Garonne;31458;Roques;I314580001;Complexe Sportif;ALLEE DES SPORTS;31120;;Complexe sportif;0;0;1;0;0;0;110;0;Sans logement de gardien;0;1;0;0;0;0;0;23/09/2015;23/09/2015;13
31;Haute-Garonne;31458;Roques;I314580004;Plateau EPS de L Ecole;1 AVENUE DES EGALTIERS;31120;;Etablissement scolaire;0;0;1;0;0;0;20;1;Non;0;1;0;0;0;0;0;23/09/2015;23/09/2015;1
31;Haute-Garonne;31460;Roquettes;I314600001;Complexe Dominique Prevost;ALLEE DES SPORTS;31120;;Complexe sportif;0;0;1;0;0;0;100;2;Non;0;1;0;0;0;0;0;23/09/2015;23/09/2015;6
31;Haute-Garonne;31462;Rouffiac-Tolosan;I314620001;Complexe Sportif;chemin des Garrosses;31180;;Complexe sportif;0;0;1;0;0;0;200;0;Avec logement de gardien;0;1;0;0;0;0;0;22/11/2019;18/11/2019;5
31;Haute-Garonne;31464;Sabonnäres;I314640003;Aerodrome;CHEMIN DE L'AERODROME;31370;;AÇrodrome/aÇroport;0;0;1;0;0;0;15;0;Non;0;0;0;0;0;0;1;12/11/2018;;1
31;Haute-Garonne;31467;Saint-Alban;I314670002;Stade Marius Coudon;42 AVENUE DE FRONTON;31140;;Complexe sportif;0;0;1;0;0;0;280;0;Sans logement de gardien;0;1;0;0;0;0;0;02/05/2019;28/07/2015;4
31;Haute-Garonne;31467;Saint-Alban;I314670004;Complexe George Faure;RUE SALGAREDA;31140;;Complexe sportif;0;1;0;0;0;0;80;2;Non;0;1;0;0;0;0;0;02/05/2019;28/07/2015;5
31;Haute-Garonne;31467;Saint-Alban;I314670005;Complexe de l'Hersain;RUE DE COUBERTIN;31140;;Complexe sportif;0;0;1;0;0;0;150;4;Non;0;1;0;0;0;0;0;02/05/2019;28/07/2015;10
31;Haute-Garonne;31467;Saint-Alban;I314670008;Ecole Jean Jaures;Avenue de Fronton;31140;;Etablissement scolaire;0;0;1;0;0;0;0;0;Non;0;1;0;0;0;0;0;02/05/2019;;2
31;Haute-Garonne;31467;Saint-Alban;I314670009;Ecole Peyronettes;Rue Pierre Coubertin;31140;;Etablissement scolaire;0;0;1;0;0;0;150;4;Non;;;;;;;0;02/05/2019;;2
31;Haute-Garonne;31470;Saint-Aventin;I314700001;Station de Ski Superbagnäres;Superbagnäres;31110;;Domaine de ski;1;1;0;0;1;1800;1500;0;Non;0;0;0;0;0;1;0;13/11/2018;19/10/2018;3
31;Haute-Garonne;31471;Saint-BÇat;I314710006;Piscines Municipale;ROUTE DE LEZ;31440;;Piscine;0;1;0;0;0;0;20;0;Non;0;0;0;0;0;0;1;27/08/2019;27/08/2019;2
31;Haute-Garonne;31483;Saint-Gaudens;I314830003;Complexe Sports et Loisirs de Säde;Quartier de Sede;31800;;Complexe sportif;0;0;1;0;0;0;250;3;Avec logement de gardien;0;1;0;0;0;0;0;05/06/2015;05/06/2015;12
31;Haute-Garonne;31483;Saint-Gaudens;I314830012;Lycee de Bagatelle;114 AVENUE F. MITTERAND;31800;;Etablissement scolaire;0;0;1;0;1;120;20;0;Avec logement de gardien;0;1;0;0;0;0;0;05/06/2015;05/06/2015;1
31;Haute-Garonne;31483;Saint-Gaudens;I314830013;LycÇe Agricole Professionnel;16 Rue Olivier De Serres;31800;;Etablissement scolaire;0;0;1;0;1;125;100;0;Avec logement de gardien;0;1;0;0;0;0;0;05/06/2015;05/06/2015;3
31;Haute-Garonne;31483;Saint-Gaudens;I314830014;LycÇe Professionnel Elisabeth et Norbert Casteret;27 AVENUE DE L'ISLE;31800;;Etablissement scolaire;0;0;1;0;1;90;20;0;Avec logement de gardien;0;1;0;0;0;0;0;19/06/2015;19/06/2015;2
31;Haute-Garonne;31483;Saint-Gaudens;I314830015;Institution Ste Therese;16 RUE DU BUGATET;31800;;Etablissement scolaire;0;0;1;0;1;80;40;4;Non;0;1;0;0;0;0;0;05/06/2015;05/06/2015;4
31;Haute-Garonne;31483;Saint-Gaudens;I314830016;College Didier Daurat;BOULEVARD DES PYRENEES;31800;;Etablissement scolaire;0;0;1;0;1;48;0;0;Avec logement de gardien;0;1;0;0;0;0;0;05/06/2015;05/06/2015;4
31;Haute-Garonne;31484;Saint-Geniäs-Bellevue;I314840001;Complexe Sportif;che de l'enguille;31180;;Complexe sportif;0;0;1;0;0;0;300;1;Non;0;0;0;0;0;0;1;18/11/2019;18/11/2019;7
31;Haute-Garonne;31484;Saint-Geniäs-Bellevue;I314840005;Ecole;r principale;31180;;Etablissement scolaire;0;1;0;0;0;0;0;0;Non;0;0;0;0;0;0;1;18/11/2019;18/11/2019;2
